"accession_update","site","sample_id","type","variant_positive","bat_age","bat_sex","bat_species","sampling_date"
"ACRED008","Redcliffe",1,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",1,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",1,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",1,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",1,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",1,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_i",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_v",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",3,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_i",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_ii",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_iii",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_iv",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_v",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",5,"beta_2d_vi",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",6,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",7,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",9,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",10,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_i",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_v",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",12,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_i",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_v",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",13,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_i",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_ii",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_iii",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_iv",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_v",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",14,"beta_2d_vi",FALSE,"juve","female","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_i",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_v",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",15,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_i",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_v",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",16,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_i",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_v",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",17,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-10
"ACRED008","Redcliffe",18,"beta_2d_i",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",18,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",18,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",18,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",18,"beta_2d_v",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",18,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_i",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_v",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",19,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_i",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_v",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",20,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_i",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_ii",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_iii",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_iv",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_v",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",21,"beta_2d_vi",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_i",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_v",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",23,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_i",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_ii",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_iii",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_iv",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_v",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",24,"beta_2d_vi",FALSE,"sub_adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_i",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_v",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",25,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_i",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_v",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",29,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_i",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_ii",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_iii",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_iv",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_v",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",30,"beta_2d_vi",FALSE,"juve","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_i",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_v",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",31,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_i",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_ii",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_iii",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_iv",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_v",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",33,"beta_2d_vi",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_i",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_ii",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_iii",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_iv",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_v",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",34,"beta_2d_vi",FALSE,"sub_adult","male","bff",2019-09-11
"ACRED008","Redcliffe",35,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",35,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",35,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",35,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",35,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",35,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",37,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",38,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",39,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",40,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_i",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_v",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",41,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",42,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",43,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",44,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",45,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",47,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",48,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",49,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_i",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_ii",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_iii",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_iv",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_v",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",50,"beta_2d_vi",FALSE,"juve","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_i",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_v",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",51,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-12
"ACRED008","Redcliffe",52,"beta_2d_i",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",52,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",52,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",52,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",52,"beta_2d_v",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",52,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_i",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_v",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",53,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_i",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_v",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",54,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_i",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_ii",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_iii",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_iv",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_v",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",55,"beta_2d_vi",FALSE,"juve","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_i",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_v",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",56,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_i",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_ii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_iii",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_iv",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_v",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",58,"beta_2d_vi",FALSE,"adult","female","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_i",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_ii",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_iii",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_iv",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_v",FALSE,"adult","male","bff",2019-09-13
"ACRED008","Redcliffe",59,"beta_2d_vi",FALSE,"adult","male","bff",2019-09-13
